,timestamp,cpu_usage
0,2025-05-28 00:00:00,37.448254077551084
1,2025-05-28 00:01:00,32.766860644561085
2,2025-05-28 00:02:00,27.80461065709625
3,2025-05-28 00:03:00,28.639343365770955
4,2025-05-28 00:04:00,29.991290083063646
5,2025-05-28 00:05:00,28.10841127573561
6,2025-05-28 00:06:00,39.23619972126134
7,2025-05-28 00:07:00,36.01191559159444
8,2025-05-28 00:08:00,26.893474140467475
9,2025-05-28 00:09:00,28.977214833673493
10,2025-05-28 00:10:00,26.033129395381415
11,2025-05-28 00:11:00,30.391476333290115
12,2025-05-28 00:12:00,32.7470533951307
13,2025-05-28 00:13:00,30.78802784884273
14,2025-05-28 00:14:00,29.60737092922728
15,2025-05-28 00:15:00,34.98163773282794
16,2025-05-28 00:16:00,30.019677292765444
17,2025-05-28 00:17:00,36.017379172698256
18,2025-05-28 00:18:00,28.776330346442023
19,2025-05-28 00:19:00,30.8445809484901
20,2025-05-28 00:20:00,28.68536097408066
21,2025-05-28 00:21:00,34.05127654548989
22,2025-05-28 00:22:00,29.549942183251336
23,2025-05-28 00:23:00,27.754881540602657
24,2025-05-28 00:24:00,25.214107523605666
25,2025-05-28 00:25:00,29.232598856145117
26,2025-05-28 00:26:00,20.632040256139
27,2025-05-28 00:27:00,33.0130062243722
28,2025-05-28 00:28:00,31.161384617879296
29,2025-05-28 00:29:00,28.15508231343293
30,2025-05-28 00:30:00,23.509229310771104
31,2025-05-28 00:31:00,25.18883228623494
32,2025-05-28 00:32:00,32.83091389628173
33,2025-05-28 00:33:00,33.65587164734393
34,2025-05-28 00:34:00,25.67454963258652
35,2025-05-28 00:35:00,35.07154907433149
36,2025-05-28 00:36:00,33.43925851462333
37,2025-05-28 00:37:00,24.47128899589041
38,2025-05-28 00:38:00,19.389491212314574
39,2025-05-28 00:39:00,35.46998582699864
40,2025-05-28 00:40:00,27.564461803321645
41,2025-05-28 00:41:00,33.559273109627284
42,2025-05-28 00:42:00,23.908058941929973
43,2025-05-28 00:43:00,33.66256821131373
44,2025-05-28 00:44:00,32.84922900090821
45,2025-05-28 00:45:00,23.788038268545158
